subject,rt,stim,se,category,response
23,905,7460.jpg,139,PositiveNonsocial,1
23,1165,9620.jpg,139,NegativeNonsocial,1
23,1133,7595.jpg,139,NeutralNonsocial,1
23,1135,2383.jpg,139,NeutralSocial,1
23,1800,2205.jpg,139,NegativeSocial,1
23,1677,2375.1.jpg,139,NegativeSocial,1
23,1247,9560.jpg,139,NegativeNonsocial,1
23,1292,9429.jpg,139,NegativeSocial,1
23,1321,7150.jpg,139,NeutralNonsocial,1
23,1204,7508.jpg,139,PositiveNonsocial,1
23,1156,2091.jpg,139,PositiveSocial,1
23,1206,2388.jpg,139,PositiveSocial,1
23,1254,8496.jpg,139,PositiveSocial,1
23,3451,7235.jpg,139,NeutralNonsocial,1
23,1079,2050.jpg,139,PositiveSocial,1
23,1331,3101.jpg,139,NegativeSocial,1
23,4743,9280.jpg,139,NegativeNonsocial,1
23,1052,9630.jpg,139,NegativeNonsocial,1
23,1209,2398.jpg,139,PositiveSocial,0
23,922,7224.jpg,139,NeutralNonsocial,1
23,1285,2209.jpg,139,PositiveSocial,1
23,1223,2210.jpg,139,NeutralSocial,0
23,1110,2595.jpg,139,NeutralSocial,1
23,4226,2703.jpg,139,NegativeSocial,1
23,1193,2224.jpg,139,PositiveSocial,0
23,1666,1920.jpg,139,PositiveNonsocial,1
23,1384,2579.jpg,139,NeutralSocial,1
23,1402,4610.jpg,139,PositiveSocial,1
23,1353,2597.jpg,139,NeutralSocial,1
23,1276,2650.jpg,139,PositiveSocial,1
23,1370,2165.jpg,139,PositiveSocial,1
23,996,8502.jpg,139,PositiveNonsocial,1
23,1459,9419.jpg,139,NegativeSocial,1
23,5006,2276.jpg,139,NegativeSocial,1
23,1487,9415.jpg,139,NegativeSocial,1
23,1038,2340.jpg,139,PositiveSocial,1
24,1707,2446.jpg,112,NeutralSocial,1
24,2622,9301.jpg,112,NegativeNonsocial,1
24,3117,2900.1.jpg,112,NegativeSocial,1
24,1150,9830.jpg,112,NegativeNonsocial,1
24,755,7150.jpg,112,NeutralNonsocial,1
24,780,7090.jpg,112,NeutralNonsocial,0
24,1204,4605.jpg,112,NeutralSocial,1
24,773,2375.1.jpg,112,NegativeSocial,1
24,2350,7330.jpg,112,PositiveNonsocial,1
24,1327,2091.jpg,112,PositiveSocial,1
24,1083,1811.jpg,112,PositiveNonsocial,1
24,1254,7055.jpg,112,NeutralNonsocial,1
24,1269,7595.jpg,112,NeutralNonsocial,1
24,859,9440.jpg,112,NegativeNonsocial,1
24,1226,7230.jpg,112,PositiveNonsocial,1
24,1427,9421.jpg,112,NegativeSocial,1
24,795,7002.jpg,112,NeutralNonsocial,1
24,685,8502.jpg,112,PositiveNonsocial,1
24,1268,7010.jpg,112,NeutralNonsocial,1
24,835,7508.jpg,112,PositiveNonsocial,1
24,724,6150.jpg,112,NeutralNonsocial,1
24,1154,5120.jpg,112,NeutralNonsocial,1
24,718,2209.jpg,112,PositiveSocial,1
24,854,9000.jpg,112,NegativeNonsocial,1
24,4736,5600.jpg,112,PositiveNonsocial,1
24,4556,2593.jpg,112,NeutralSocial,1
24,3131,5910.jpg,112,PositiveNonsocial,1
24,1082,7235.jpg,112,NeutralNonsocial,1
24,1274,2703.jpg,112,NegativeSocial,0
24,1067,9415.jpg,112,NegativeSocial,1
24,756,2221.jpg,112,NeutralSocial,1
24,784,2579.jpg,112,NeutralSocial,1
24,741,9561.jpg,112,NegativeNonsocial,1
24,1075,2340.jpg,112,PositiveSocial,1
24,859,9471.jpg,112,NegativeNonsocial,1
24,741,2095.jpg,112,NegativeSocial,1
24,948,9911.jpg,112,NegativeNonsocial,1
24,728,9560.jpg,112,NegativeNonsocial,1
24,790,2580.jpg,112,NeutralSocial,1
24,2156,2398.jpg,112,PositiveSocial,0
24,864,2597.jpg,112,NeutralSocial,1
24,1144,2276.jpg,112,NegativeSocial,1
24,822,2396.jpg,112,NeutralSocial,1
24,969,2650.jpg,112,PositiveSocial,1
24,608,9630.jpg,112,NegativeNonsocial,1
24,804,3101.jpg,112,NegativeSocial,1
24,671,1270.jpg,112,NegativeNonsocial,1
24,1145,2104.jpg,112,NeutralSocial,1
24,568,7224.jpg,112,NeutralNonsocial,1
24,711,8420.jpg,112,PositiveSocial,1
24,784,5760.jpg,112,PositiveNonsocial,1
24,692,3350.jpg,112,NegativeSocial,1
24,805,9620.jpg,112,NegativeNonsocial,1
24,953,1710.jpg,112,PositiveNonsocial,1
24,791,9611.jpg,112,NegativeNonsocial,1
24,2219,2383.jpg,112,NeutralSocial,1
24,1421,7506.jpg,112,NeutralSocial,1
24,904,3230.jpg,112,NegativeSocial,1
24,1832,2205.jpg,112,NegativeSocial,1
24,880,9419.jpg,112,NegativeSocial,1
24,1578,4610.jpg,112,PositiveSocial,1
24,767,8510.jpg,112,PositiveNonsocial,1
24,1284,9220.jpg,112,NegativeSocial,0
24,806,7041.jpg,112,NeutralNonsocial,1
24,826,7501.jpg,112,PositiveNonsocial,1
24,3573,9290.jpg,112,NegativeNonsocial,1
24,721,1440.jpg,112,PositiveNonsocial,1
24,761,7217.jpg,112,NeutralNonsocial,1
24,703,1220.jpg,112,NegativeNonsocial,1
24,742,7480.jpg,112,PositiveNonsocial,1
24,756,2206.jpg,112,NeutralSocial,1
24,873,9253.jpg,112,NegativeSocial,1
24,762,2154.jpg,112,PositiveSocial,1
24,1071,2388.jpg,112,PositiveSocial,1
24,594,7460.jpg,112,PositiveNonsocial,1
24,855,2050.jpg,112,PositiveSocial,1
24,843,8540.jpg,112,PositiveSocial,1
24,670,7211.jpg,112,NeutralNonsocial,1
24,703,9280.jpg,112,NegativeNonsocial,1
24,935,2550.jpg,112,PositiveSocial,1
24,671,1920.jpg,112,PositiveNonsocial,1
24,3495,9520.jpg,112,NegativeSocial,0
24,856,7034.jpg,112,NeutralNonsocial,1
24,867,2595.jpg,112,NeutralSocial,1
24,1013,2165.jpg,112,PositiveSocial,1
24,745,9140.jpg,112,NegativeNonsocial,1
24,599,2210.jpg,112,NeutralSocial,1
24,685,9429.jpg,112,NegativeSocial,1
24,638,7035.jpg,112,NeutralNonsocial,0
24,1412,2397.jpg,112,NeutralSocial,1
24,1152,2393.jpg,112,NeutralSocial,1
24,1070,8461.jpg,112,PositiveSocial,1
24,767,1463.jpg,112,PositiveNonsocial,1
24,1733,8496.jpg,112,PositiveSocial,1
24,644,2224.jpg,112,PositiveSocial,1
24,887,7705.jpg,112,NeutralNonsocial,1
25,2118,9620.jpg,85,NegativeNonsocial,1
25,2453,2900.1.jpg,85,NegativeSocial,0
25,2420,1440.jpg,85,PositiveNonsocial,1
25,2053,7501.jpg,85,PositiveNonsocial,1
25,2258,8540.jpg,85,PositiveSocial,1
25,1868,7034.jpg,85,NeutralNonsocial,1
25,1114,6150.jpg,85,NeutralNonsocial,1
25,2117,2340.jpg,85,PositiveSocial,1
25,1340,9560.jpg,85,NegativeNonsocial,1
25,1155,7055.jpg,85,NeutralNonsocial,1
25,2422,9419.jpg,85,NegativeSocial,0
25,1533,2393.jpg,85,NeutralSocial,1
25,2514,4605.jpg,85,NeutralSocial,1
25,1121,2446.jpg,85,NeutralSocial,1
25,1604,1710.jpg,85,PositiveNonsocial,1
25,1019,2210.jpg,85,NeutralSocial,1
25,1190,5760.jpg,85,PositiveNonsocial,1
25,1580,7230.jpg,85,PositiveNonsocial,1
25,1115,8420.jpg,85,PositiveSocial,1
25,883,9140.jpg,85,NegativeNonsocial,1
25,1031,2154.jpg,85,PositiveSocial,1
25,2004,9520.jpg,85,NegativeSocial,1
25,1153,2650.jpg,85,PositiveSocial,1
25,735,7041.jpg,85,NeutralNonsocial,1
25,3641,1920.jpg,85,PositiveNonsocial,1
25,1049,2383.jpg,85,NeutralSocial,1
25,849,5910.jpg,85,PositiveNonsocial,1
25,863,9611.jpg,85,NegativeNonsocial,1
25,1358,2165.jpg,85,PositiveSocial,1
25,2560,2597.jpg,85,NeutralSocial,1
25,1224,2398.jpg,85,PositiveSocial,1
25,761,2593.jpg,85,NeutralSocial,1
25,717,7090.jpg,85,NeutralNonsocial,1
25,759,3230.jpg,85,NegativeSocial,1
25,1231,2595.jpg,85,NeutralSocial,1
25,1236,7035.jpg,85,NeutralNonsocial,0
25,1028,9415.jpg,85,NegativeSocial,1
25,961,9000.jpg,85,NegativeNonsocial,1
25,933,7224.jpg,85,NeutralNonsocial,1
25,1130,3350.jpg,85,NegativeSocial,1
25,1945,2209.jpg,85,PositiveSocial,1
25,1727,2579.jpg,85,NeutralSocial,0
25,1004,8510.jpg,85,PositiveNonsocial,1
25,777,1811.jpg,85,PositiveNonsocial,1
25,1373,9561.jpg,85,NegativeNonsocial,1
25,1606,7595.jpg,85,NeutralNonsocial,1
25,867,9630.jpg,85,NegativeNonsocial,1
25,746,7330.jpg,85,PositiveNonsocial,1
25,684,8502.jpg,85,PositiveNonsocial,1
25,1169,2276.jpg,85,NegativeSocial,1
25,4483,2221.jpg,85,NeutralSocial,1
25,881,7235.jpg,85,NeutralNonsocial,1
25,1614,9830.jpg,85,NegativeNonsocial,1
25,1153,9301.jpg,85,NegativeNonsocial,1
25,2201,9220.jpg,85,NegativeSocial,0
25,1198,2703.jpg,85,NegativeSocial,1
25,1270,9253.jpg,85,NegativeSocial,1
25,1029,2095.jpg,85,NegativeSocial,1
25,1183,9421.jpg,85,NegativeSocial,1
25,1641,2206.jpg,85,NeutralSocial,1
25,1642,7480.jpg,85,PositiveNonsocial,1
25,2108,1270.jpg,85,NegativeNonsocial,1
25,1495,2580.jpg,85,NeutralSocial,1
25,1628,9280.jpg,85,NegativeNonsocial,1
25,795,2550.jpg,85,PositiveSocial,1
25,884,7217.jpg,85,NeutralNonsocial,1
25,732,5600.jpg,85,PositiveNonsocial,1
25,3375,2396.jpg,85,NeutralSocial,1
25,1149,4610.jpg,85,PositiveSocial,1
25,1661,2091.jpg,85,PositiveSocial,1
25,2227,9440.jpg,85,NegativeNonsocial,1
25,2073,5120.jpg,85,NeutralNonsocial,0
25,914,7150.jpg,85,NeutralNonsocial,1
25,1798,9429.jpg,85,NegativeSocial,1
25,977,2104.jpg,85,NeutralSocial,1
25,1437,9290.jpg,85,NegativeNonsocial,0
25,902,1463.jpg,85,PositiveNonsocial,1
25,1819,7506.jpg,85,NeutralSocial,1
25,1667,7010.jpg,85,NeutralNonsocial,1
25,948,3101.jpg,85,NegativeSocial,1
25,3645,8461.jpg,85,PositiveSocial,1
25,3351,8496.jpg,85,PositiveSocial,1
25,891,7460.jpg,85,PositiveNonsocial,1
25,810,2050.jpg,85,PositiveSocial,1
25,2165,2205.jpg,85,NegativeSocial,1
25,1574,7211.jpg,85,NeutralNonsocial,1
25,679,7508.jpg,85,PositiveNonsocial,1
25,1429,9471.jpg,85,NegativeNonsocial,1
25,1991,1220.jpg,85,NegativeNonsocial,1
25,2450,7002.jpg,85,NeutralNonsocial,0
25,1888,2388.jpg,85,PositiveSocial,1
25,1125,9911.jpg,85,NegativeNonsocial,1
25,856,7705.jpg,85,NeutralNonsocial,1
25,911,2375.1.jpg,85,NegativeSocial,1
25,1223,2397.jpg,85,NeutralSocial,1
25,882,2224.jpg,85,PositiveSocial,1
26,2063,2398.jpg,135,PositiveSocial,0
26,1375,7150.jpg,135,NeutralNonsocial,1
26,1158,2388.jpg,135,PositiveSocial,1
26,2105,9630.jpg,135,NegativeNonsocial,1
26,1561,7508.jpg,135,PositiveNonsocial,1
26,1977,4605.jpg,135,NeutralSocial,0
26,2393,1440.jpg,135,PositiveNonsocial,0
26,3821,2396.jpg,135,NeutralSocial,1
26,2145,7090.jpg,135,NeutralNonsocial,1
26,1624,9000.jpg,135,NegativeNonsocial,1
26,1433,7035.jpg,135,NeutralNonsocial,0
26,1352,4610.jpg,135,PositiveSocial,1
26,2316,2650.jpg,135,PositiveSocial,1
26,1155,2276.jpg,135,NegativeSocial,1
26,3371,5760.jpg,135,PositiveNonsocial,1
26,1437,2210.jpg,135,NeutralSocial,0
26,1510,2375.1.jpg,135,NegativeSocial,0
26,1440,9280.jpg,135,NegativeNonsocial,1
26,1312,7010.jpg,135,NeutralNonsocial,1
26,1146,1710.jpg,135,PositiveNonsocial,1
26,1176,2900.1.jpg,135,NegativeSocial,0
26,900,2383.jpg,135,NeutralSocial,0
26,997,7041.jpg,135,NeutralNonsocial,0
26,886,7002.jpg,135,NeutralNonsocial,0
26,952,7235.jpg,135,NeutralNonsocial,1
26,1097,9290.jpg,135,NegativeNonsocial,1
26,3001,2593.jpg,135,NeutralSocial,1
26,1585,7506.jpg,135,NeutralSocial,1
26,1109,2224.jpg,135,PositiveSocial,0
26,2740,2209.jpg,135,PositiveSocial,1
26,883,8502.jpg,135,PositiveNonsocial,1
26,856,7217.jpg,135,NeutralNonsocial,1
26,1711,9429.jpg,135,NegativeSocial,0
26,5866,2595.jpg,135,NeutralSocial,1
26,1440,6150.jpg,135,NeutralNonsocial,1
26,1788,5120.jpg,135,NeutralNonsocial,1
26,2074,9911.jpg,135,NegativeNonsocial,0
26,1092,2703.jpg,135,NegativeSocial,1
26,1953,9560.jpg,135,NegativeNonsocial,1
26,2610,2205.jpg,135,NegativeSocial,0
26,1729,1463.jpg,135,PositiveNonsocial,1
26,2901,7230.jpg,135,PositiveNonsocial,1
26,1174,2095.jpg,135,NegativeSocial,1
26,3114,2340.jpg,135,PositiveSocial,1
26,2959,9520.jpg,135,NegativeSocial,1
26,1716,8510.jpg,135,PositiveNonsocial,1
26,1156,9220.jpg,135,NegativeSocial,1
26,3600,9419.jpg,135,NegativeSocial,0
26,3172,7211.jpg,135,NeutralNonsocial,1
26,2499,9301.jpg,135,NegativeNonsocial,1
26,1411,3350.jpg,135,NegativeSocial,1
26,3059,2446.jpg,135,NeutralSocial,1
26,1230,8540.jpg,135,PositiveSocial,1
26,1088,9253.jpg,135,NegativeSocial,1
26,1266,2397.jpg,135,NeutralSocial,0
26,2387,8461.jpg,135,PositiveSocial,1
26,1785,2206.jpg,135,NeutralSocial,1
26,1055,9440.jpg,135,NegativeNonsocial,1
26,8671,7501.jpg,135,PositiveNonsocial,1
26,1166,2165.jpg,135,PositiveSocial,1
26,991,9140.jpg,135,NegativeNonsocial,0
26,1481,2154.jpg,135,PositiveSocial,1
26,1046,7034.jpg,135,NeutralNonsocial,0
26,757,2050.jpg,135,PositiveSocial,0
26,2227,5910.jpg,135,PositiveNonsocial,1
26,947,9471.jpg,135,NegativeNonsocial,1
26,908,2580.jpg,135,NeutralSocial,1
26,998,8496.jpg,135,PositiveSocial,1
26,1118,7055.jpg,135,NeutralNonsocial,0
26,1808,2597.jpg,135,NeutralSocial,0
26,832,7460.jpg,135,PositiveNonsocial,0
26,1784,9611.jpg,135,NegativeNonsocial,1
26,1440,9415.jpg,135,NegativeSocial,1
26,1545,1220.jpg,135,NegativeNonsocial,1
26,1533,9830.jpg,135,NegativeNonsocial,0
26,1394,9620.jpg,135,NegativeNonsocial,1
26,743,7705.jpg,135,NeutralNonsocial,1
26,1292,3230.jpg,135,NegativeSocial,1
26,872,7480.jpg,135,PositiveNonsocial,1
26,993,9421.jpg,135,NegativeSocial,1
26,1360,1811.jpg,135,PositiveNonsocial,1
26,1864,2221.jpg,135,NeutralSocial,1
26,2035,2104.jpg,135,NeutralSocial,0
26,1312,2091.jpg,135,PositiveSocial,1
26,1633,7330.jpg,135,PositiveNonsocial,1
26,1373,7595.jpg,135,NeutralNonsocial,1
26,1018,1270.jpg,135,NegativeNonsocial,0
26,4026,8420.jpg,135,PositiveSocial,1
26,1015,2579.jpg,135,NeutralSocial,1
26,1029,2550.jpg,135,PositiveSocial,1
26,1102,5600.jpg,135,PositiveNonsocial,1
26,1089,7224.jpg,135,NeutralNonsocial,0
26,1726,9561.jpg,135,NegativeNonsocial,1
26,1241,3101.jpg,135,NegativeSocial,1
26,1066,2393.jpg,135,NeutralSocial,1
26,926,1920.jpg,135,PositiveNonsocial,1
27,1743,2900.1.jpg,144,NegativeSocial,1
27,2306,9220.jpg,144,NegativeSocial,1
27,1920,7705.jpg,144,NeutralNonsocial,1
27,1374,2597.jpg,144,NeutralSocial,1
27,1994,9301.jpg,144,NegativeNonsocial,1
27,1587,9290.jpg,144,NegativeNonsocial,1
27,1201,2375.1.jpg,144,NegativeSocial,1
27,1267,2154.jpg,144,PositiveSocial,1
27,1564,9611.jpg,144,NegativeNonsocial,1
27,1860,2446.jpg,144,NeutralSocial,1
27,926,7235.jpg,144,NeutralNonsocial,1
27,1982,1463.jpg,144,PositiveNonsocial,1
27,1918,1220.jpg,144,NegativeNonsocial,1
27,1036,7217.jpg,144,NeutralNonsocial,1
27,1232,7055.jpg,144,NeutralNonsocial,1
27,1052,2221.jpg,144,NeutralSocial,1
27,1209,2205.jpg,144,NegativeSocial,1
27,2201,2210.jpg,144,NeutralSocial,1
27,1364,8540.jpg,144,PositiveSocial,1
27,1297,9520.jpg,144,NegativeSocial,1
27,1366,5760.jpg,144,PositiveNonsocial,1
27,1425,8461.jpg,144,PositiveSocial,1
27,1059,9630.jpg,144,NegativeNonsocial,1
27,1458,9140.jpg,144,NegativeNonsocial,1
27,1850,9415.jpg,144,NegativeSocial,1
27,1289,2209.jpg,144,PositiveSocial,1
27,1576,2276.jpg,144,NegativeSocial,1
27,1787,2550.jpg,144,PositiveSocial,1
27,1109,7506.jpg,144,NeutralSocial,1
27,1076,7211.jpg,144,NeutralNonsocial,1
27,1750,2580.jpg,144,NeutralSocial,1
27,1163,7150.jpg,144,NeutralNonsocial,1
27,857,7480.jpg,144,PositiveNonsocial,1
27,1186,5120.jpg,144,NeutralNonsocial,1
27,1681,2091.jpg,144,PositiveSocial,1
27,1154,9429.jpg,144,NegativeSocial,1
27,1177,9421.jpg,144,NegativeSocial,1
27,1935,2095.jpg,144,NegativeSocial,1
27,3766,5600.jpg,144,PositiveNonsocial,1
27,4136,8496.jpg,144,PositiveSocial,1
27,1285,9471.jpg,144,NegativeNonsocial,1
27,1471,8420.jpg,144,PositiveSocial,1
27,4978,9280.jpg,144,NegativeNonsocial,1
27,1236,2703.jpg,144,NegativeSocial,1
27,1857,7002.jpg,144,NeutralNonsocial,1
27,2744,7501.jpg,144,PositiveNonsocial,1
27,1234,7041.jpg,144,NeutralNonsocial,1
27,1671,7460.jpg,144,PositiveNonsocial,1
27,3659,4610.jpg,144,PositiveSocial,1
27,1546,9911.jpg,144,NegativeNonsocial,0
27,1386,7330.jpg,144,PositiveNonsocial,1
27,1374,7035.jpg,144,NeutralNonsocial,1
27,1602,2388.jpg,144,PositiveSocial,1
27,1107,2398.jpg,144,PositiveSocial,1
27,2882,2050.jpg,144,PositiveSocial,1
27,3104,9253.jpg,144,NegativeSocial,1
27,1261,1270.jpg,144,NegativeNonsocial,1
27,1297,8510.jpg,144,PositiveNonsocial,1
27,1480,2595.jpg,144,NeutralSocial,1
27,1379,2393.jpg,144,NeutralSocial,1
27,1971,2579.jpg,144,NeutralSocial,1
27,1111,7090.jpg,144,NeutralNonsocial,1
27,1798,4605.jpg,144,NeutralSocial,1
27,1663,3101.jpg,144,NegativeSocial,1
27,1224,3230.jpg,144,NegativeSocial,1
27,1764,9560.jpg,144,NegativeNonsocial,1
27,2785,7010.jpg,144,NeutralNonsocial,1
27,1274,9620.jpg,144,NegativeNonsocial,1
27,1337,3350.jpg,144,NegativeSocial,1
27,1544,2206.jpg,144,NeutralSocial,1
27,2916,2224.jpg,144,PositiveSocial,0
27,1755,9830.jpg,144,NegativeNonsocial,1
27,4193,2593.jpg,144,NeutralSocial,1
27,884,1811.jpg,144,PositiveNonsocial,1
27,1525,7224.jpg,144,NeutralNonsocial,1
27,2715,2396.jpg,144,NeutralSocial,1
27,1923,9000.jpg,144,NegativeNonsocial,1
27,1365,1920.jpg,144,PositiveNonsocial,1
27,1970,7230.jpg,144,PositiveNonsocial,1
27,5446,1710.jpg,144,PositiveNonsocial,1
27,2679,9561.jpg,144,NegativeNonsocial,1
27,1676,6150.jpg,144,NeutralNonsocial,1
27,3111,7595.jpg,144,NeutralNonsocial,1
27,1468,2104.jpg,144,NeutralSocial,1
27,1838,2165.jpg,144,PositiveSocial,1
27,7034,5910.jpg,144,PositiveNonsocial,1
27,1774,9440.jpg,144,NegativeNonsocial,1
27,1337,2397.jpg,144,NeutralSocial,1
27,3159,2650.jpg,144,PositiveSocial,1
27,1327,9419.jpg,144,NegativeSocial,1
27,1101,1440.jpg,144,PositiveNonsocial,1
27,3299,7508.jpg,144,PositiveNonsocial,1
27,1392,2340.jpg,144,PositiveSocial,1
27,3734,2383.jpg,144,NeutralSocial,1
27,1708,7034.jpg,144,NeutralNonsocial,1
27,1219,8502.jpg,144,PositiveNonsocial,1
28,5591,5120.jpg,118,NeutralNonsocial,1
28,1916,4605.jpg,118,NeutralSocial,1
28,2397,2595.jpg,118,NeutralSocial,1
28,4515,2224.jpg,118,PositiveSocial,1
28,5391,1463.jpg,118,PositiveNonsocial,1
28,2835,2650.jpg,118,PositiveSocial,1
28,4478,9561.jpg,118,NegativeNonsocial,1
28,1174,2703.jpg,118,NegativeSocial,1
28,1753,1440.jpg,118,PositiveNonsocial,1
28,4977,2580.jpg,118,NeutralSocial,0
28,1545,6150.jpg,118,NeutralNonsocial,1
28,1912,7217.jpg,118,NeutralNonsocial,1
28,2572,4610.jpg,118,PositiveSocial,1
28,3644,7235.jpg,118,NeutralNonsocial,0
28,1734,7230.jpg,118,PositiveNonsocial,1
28,1574,2165.jpg,118,PositiveSocial,1
28,1507,3101.jpg,118,NegativeSocial,1
28,1418,2340.jpg,118,PositiveSocial,1
28,1656,9560.jpg,118,NegativeNonsocial,1
28,1310,2209.jpg,118,PositiveSocial,0
28,1493,9419.jpg,118,NegativeSocial,1
28,1159,9421.jpg,118,NegativeSocial,1
28,1699,2550.jpg,118,PositiveSocial,1
28,3023,7508.jpg,118,PositiveNonsocial,1
28,2425,2900.1.jpg,118,NegativeSocial,0
28,1285,1270.jpg,118,NegativeNonsocial,1
28,3099,8496.jpg,118,PositiveSocial,1
28,1645,7211.jpg,118,NeutralNonsocial,1
28,1278,2050.jpg,118,PositiveSocial,1
28,2031,7034.jpg,118,NeutralNonsocial,0
28,1457,7010.jpg,118,NeutralNonsocial,1
28,3166,9440.jpg,118,NegativeNonsocial,1
28,2181,2104.jpg,118,NeutralSocial,1
28,1950,1220.jpg,118,NegativeNonsocial,0
28,1625,7090.jpg,118,NeutralNonsocial,1
28,3386,9290.jpg,118,NegativeNonsocial,1
28,2635,2221.jpg,118,NeutralSocial,1
28,1640,7041.jpg,118,NeutralNonsocial,1
28,5453,7480.jpg,118,PositiveNonsocial,1
28,2061,2446.jpg,118,NeutralSocial,1
28,1723,7330.jpg,118,PositiveNonsocial,1
28,5361,2091.jpg,118,PositiveSocial,1
28,4181,2154.jpg,118,PositiveSocial,0
28,3458,1811.jpg,118,PositiveNonsocial,0
28,2676,8461.jpg,118,PositiveSocial,1
28,2363,2210.jpg,118,NeutralSocial,1
28,5073,1710.jpg,118,PositiveNonsocial,1
28,3230,2375.1.jpg,118,NegativeSocial,1
28,1790,7705.jpg,118,NeutralNonsocial,1
28,1259,2579.jpg,118,NeutralSocial,1
28,1382,9140.jpg,118,NegativeNonsocial,1
28,4392,2593.jpg,118,NeutralSocial,0
28,1252,7002.jpg,118,NeutralNonsocial,1
28,1077,9611.jpg,118,NegativeNonsocial,1
28,1054,7460.jpg,118,PositiveNonsocial,1
28,1135,9220.jpg,118,NegativeSocial,1
28,966,9520.jpg,118,NegativeSocial,1
28,773,7035.jpg,118,NeutralNonsocial,1
28,1303,8510.jpg,118,PositiveNonsocial,1
28,921,9630.jpg,118,NegativeNonsocial,1
28,1118,7224.jpg,118,NeutralNonsocial,1
28,1175,7506.jpg,118,NeutralSocial,1
28,3923,5600.jpg,118,PositiveNonsocial,1
28,1738,9620.jpg,118,NegativeNonsocial,1
28,7032,9429.jpg,118,NegativeSocial,1
28,4015,9415.jpg,118,NegativeSocial,1
28,1056,7595.jpg,118,NeutralNonsocial,1
28,1179,3230.jpg,118,NegativeSocial,1
28,887,9000.jpg,118,NegativeNonsocial,1
28,1471,7501.jpg,118,PositiveNonsocial,0
28,3177,2597.jpg,118,NeutralSocial,0
28,986,2095.jpg,118,NegativeSocial,1
28,2370,2398.jpg,118,PositiveSocial,1
28,800,8502.jpg,118,PositiveNonsocial,1
28,1613,3350.jpg,118,NegativeSocial,1
28,1040,2276.jpg,118,NegativeSocial,1
28,1024,9471.jpg,118,NegativeNonsocial,1
28,3759,9301.jpg,118,NegativeNonsocial,1
28,8449,2397.jpg,118,NeutralSocial,1
28,5858,2393.jpg,118,NeutralSocial,1
28,2343,1920.jpg,118,PositiveNonsocial,1
28,941,5760.jpg,118,PositiveNonsocial,1
28,1541,8540.jpg,118,PositiveSocial,0
28,1104,8420.jpg,118,PositiveSocial,1
28,1747,2388.jpg,118,PositiveSocial,1
28,2994,9253.jpg,118,NegativeSocial,1
28,5666,2383.jpg,118,NeutralSocial,1
28,8901,2205.jpg,118,NegativeSocial,1
28,1742,7150.jpg,118,NeutralNonsocial,1
28,1870,9280.jpg,118,NegativeNonsocial,1
28,2021,9830.jpg,118,NegativeNonsocial,1
28,987,5910.jpg,118,PositiveNonsocial,1
28,3691,9911.jpg,118,NegativeNonsocial,0
28,1416,2206.jpg,118,NeutralSocial,1
28,3036,2396.jpg,118,NeutralSocial,1
28,1603,7055.jpg,118,NeutralNonsocial,1
29,4385,7506.jpg,87,NeutralSocial,1
29,2921,7150.jpg,87,NeutralNonsocial,1
29,3544,2050.jpg,87,PositiveSocial,1
29,3305,9280.jpg,87,NegativeNonsocial,0
29,4466,2276.jpg,87,NegativeSocial,1
29,2239,7041.jpg,87,NeutralNonsocial,1
29,1846,2206.jpg,87,NeutralSocial,1
29,4457,2210.jpg,87,NeutralSocial,1
29,2904,2340.jpg,87,PositiveSocial,1
29,1699,7705.jpg,87,NeutralNonsocial,1
29,3105,2388.jpg,87,PositiveSocial,1
29,1520,7055.jpg,87,NeutralNonsocial,1
29,2310,9561.jpg,87,NegativeNonsocial,1
29,5902,2396.jpg,87,NeutralSocial,0
29,4450,9560.jpg,87,NegativeNonsocial,1
29,1517,3101.jpg,87,NegativeSocial,1
29,3473,2393.jpg,87,NeutralSocial,1
29,1726,9440.jpg,87,NegativeNonsocial,1
29,2317,2104.jpg,87,NeutralSocial,1
29,1677,7035.jpg,87,NeutralNonsocial,1
29,1632,2209.jpg,87,PositiveSocial,1
29,2974,1440.jpg,87,PositiveNonsocial,1
29,1797,9301.jpg,87,NegativeNonsocial,1
29,2962,8496.jpg,87,PositiveSocial,0
29,2251,9911.jpg,87,NegativeNonsocial,1
29,1931,1920.jpg,87,PositiveNonsocial,1
29,4716,7010.jpg,87,NeutralNonsocial,1
29,2787,2579.jpg,87,NeutralSocial,0
29,1800,5600.jpg,87,PositiveNonsocial,1
29,1149,1811.jpg,87,PositiveNonsocial,1
29,1140,2580.jpg,87,NeutralSocial,1
29,1323,2398.jpg,87,PositiveSocial,1
29,1984,2397.jpg,87,NeutralSocial,1
29,1116,4605.jpg,87,NeutralSocial,1
29,1352,9471.jpg,87,NegativeNonsocial,1
29,1424,7330.jpg,87,PositiveNonsocial,1
29,980,7508.jpg,87,PositiveNonsocial,1
29,1867,9620.jpg,87,NegativeNonsocial,1
29,1436,7460.jpg,87,PositiveNonsocial,1
29,2254,2550.jpg,87,PositiveSocial,1
29,1076,9630.jpg,87,NegativeNonsocial,1
29,1342,7230.jpg,87,PositiveNonsocial,1
29,3665,9220.jpg,87,NegativeSocial,1
29,1750,8461.jpg,87,PositiveSocial,1
29,1569,9140.jpg,87,NegativeNonsocial,1
29,3318,3350.jpg,87,NegativeSocial,1
29,1086,2221.jpg,87,NeutralSocial,1
