subject,rt,stim,se,category,response
4,3374,9220.jpg,123,NegativeSocial,1
4,6096,2224.jpg,123,PositiveSocial,1
4,1613,1220.jpg,123,NegativeNonsocial,1
4,2080,2050.jpg,123,PositiveSocial,1
4,2513,8496.jpg,123,PositiveSocial,1
4,3741,9419.jpg,123,NegativeSocial,1
4,1548,9471.jpg,123,NegativeNonsocial,1
4,5662,1463.jpg,123,PositiveNonsocial,1
4,5505,2383.jpg,123,NeutralSocial,1
4,2950,2205.jpg,123,NegativeSocial,1
4,2353,9611.jpg,123,NegativeNonsocial,1
4,1543,9415.jpg,123,NegativeSocial,1
4,1429,8461.jpg,123,PositiveSocial,1
4,1111,1710.jpg,123,PositiveNonsocial,1
4,1018,9301.jpg,123,NegativeNonsocial,1
4,3575,2900.1.jpg,123,NegativeSocial,1
4,1450,3350.jpg,123,NegativeSocial,1
4,1753,9421.jpg,123,NegativeSocial,1
4,1721,9561.jpg,123,NegativeNonsocial,1
4,2501,2276.jpg,123,NegativeSocial,1
4,1533,9620.jpg,123,NegativeNonsocial,1
4,2884,2397.jpg,123,NeutralSocial,1
4,1602,2095.jpg,123,NegativeSocial,1
4,1285,9830.jpg,123,NegativeNonsocial,1
4,1557,2209.jpg,123,PositiveSocial,1
4,2652,2206.jpg,123,NeutralSocial,1
4,2132,1440.jpg,123,PositiveNonsocial,1
4,1100,7041.jpg,123,NeutralNonsocial,1
4,1262,9280.jpg,123,NegativeNonsocial,1
4,1011,2650.jpg,123,PositiveSocial,1
4,1664,8420.jpg,123,PositiveSocial,1
4,1693,4605.jpg,123,NeutralSocial,1
4,1191,1920.jpg,123,PositiveNonsocial,1
4,2532,9429.jpg,123,NegativeSocial,1
4,1552,2597.jpg,123,NeutralSocial,1
4,1637,2446.jpg,123,NeutralSocial,1
4,1888,9140.jpg,123,NegativeNonsocial,1
4,1415,7501.jpg,123,PositiveNonsocial,1
4,1492,8540.jpg,123,PositiveSocial,1
4,1428,9560.jpg,123,NegativeNonsocial,1
4,1440,9630.jpg,123,NegativeNonsocial,1
4,2068,7480.jpg,123,PositiveNonsocial,1
4,2944,9290.jpg,123,NegativeNonsocial,1
4,1502,7705.jpg,123,NeutralNonsocial,1
4,1775,2388.jpg,123,PositiveSocial,1
4,2001,2340.jpg,123,PositiveSocial,1
4,1484,1811.jpg,123,PositiveNonsocial,1
4,3535,2703.jpg,123,NegativeSocial,1
4,1471,7090.jpg,123,NeutralNonsocial,1
4,1514,4610.jpg,123,PositiveSocial,1
4,965,7217.jpg,123,NeutralNonsocial,1
4,5461,2579.jpg,123,NeutralSocial,1
4,1545,2375.1.jpg,123,NegativeSocial,1
4,3345,5910.jpg,123,PositiveNonsocial,1
4,1979,2091.jpg,123,PositiveSocial,1
4,2701,7211.jpg,123,NeutralNonsocial,1
4,914,8510.jpg,123,PositiveNonsocial,1
4,1648,2595.jpg,123,NeutralSocial,1
4,2957,2580.jpg,123,NeutralSocial,1
4,1486,9911.jpg,123,NegativeNonsocial,1
4,2807,5600.jpg,123,PositiveNonsocial,1
4,1106,2593.jpg,123,NeutralSocial,1
4,1056,7035.jpg,123,NeutralNonsocial,1
4,1047,7150.jpg,123,NeutralNonsocial,1
4,1949,9253.jpg,123,NegativeSocial,1
4,9202,8502.jpg,123,PositiveNonsocial,1
4,1170,7330.jpg,123,PositiveNonsocial,1
4,1820,2154.jpg,123,PositiveSocial,1
4,1422,5760.jpg,123,PositiveNonsocial,1
4,2523,7230.jpg,123,PositiveNonsocial,1
4,1885,6150.jpg,123,NeutralNonsocial,1
4,8271,7506.jpg,123,NeutralSocial,1
4,1036,2210.jpg,123,NeutralSocial,1
4,1397,7508.jpg,123,PositiveNonsocial,1
4,1200,7235.jpg,123,NeutralNonsocial,1
4,1359,7055.jpg,123,NeutralNonsocial,1
4,1412,2398.jpg,123,PositiveSocial,1
4,1420,9440.jpg,123,NegativeNonsocial,1
4,1251,9000.jpg,123,NegativeNonsocial,1
4,3717,7002.jpg,123,NeutralNonsocial,1
4,1724,5120.jpg,123,NeutralNonsocial,1
4,1482,7034.jpg,123,NeutralNonsocial,1
4,6749,2104.jpg,123,NeutralSocial,1
4,1575,2221.jpg,123,NeutralSocial,1
4,2317,7010.jpg,123,NeutralNonsocial,1
4,1120,1270.jpg,123,NegativeNonsocial,1
4,1547,2550.jpg,123,PositiveSocial,1
4,1496,7595.jpg,123,NeutralNonsocial,1
4,1535,2165.jpg,123,PositiveSocial,1
4,1486,3230.jpg,123,NegativeSocial,1
4,1472,2393.jpg,123,NeutralSocial,1
40,4837,7035.jpg,69,NeutralNonsocial,1
40,3944,2650.jpg,69,PositiveSocial,1
40,3091,2383.jpg,69,NeutralSocial,1
40,1353,2224.jpg,69,PositiveSocial,1
40,2122,2375.1.jpg,69,NegativeSocial,1
40,3694,7010.jpg,69,NeutralNonsocial,1
40,3914,2595.jpg,69,NeutralSocial,0
40,2488,9280.jpg,69,NegativeNonsocial,1
40,1430,9419.jpg,69,NegativeSocial,1
40,1179,2593.jpg,69,NeutralSocial,1
40,3226,7235.jpg,69,NeutralNonsocial,1
40,1597,9421.jpg,69,NegativeSocial,1
40,4907,5600.jpg,69,PositiveNonsocial,1
40,1714,2221.jpg,69,NeutralSocial,1
40,1520,2165.jpg,69,PositiveSocial,1
40,1637,7501.jpg,69,PositiveNonsocial,1
40,2336,7705.jpg,69,NeutralNonsocial,1
40,1509,2446.jpg,69,NeutralSocial,1
40,1534,9620.jpg,69,NegativeNonsocial,1
40,1391,9611.jpg,69,NegativeNonsocial,1
40,1437,7224.jpg,69,NeutralNonsocial,1
40,1172,1270.jpg,69,NegativeNonsocial,1
40,1258,2398.jpg,69,PositiveSocial,1
40,1228,2206.jpg,69,NeutralSocial,1
40,2183,7211.jpg,69,NeutralNonsocial,1
40,2175,1710.jpg,69,PositiveNonsocial,1
40,1744,2579.jpg,69,NeutralSocial,1
40,2383,2597.jpg,69,NeutralSocial,1
40,2337,4605.jpg,69,NeutralSocial,1
40,1541,7150.jpg,69,NeutralNonsocial,1
40,1760,3350.jpg,69,NegativeSocial,1
40,1582,9830.jpg,69,NegativeNonsocial,1
40,1462,2580.jpg,69,NeutralSocial,1
40,1718,2104.jpg,69,NeutralSocial,1
40,1698,4610.jpg,69,PositiveSocial,1
40,1520,1920.jpg,69,PositiveNonsocial,1
40,1557,3101.jpg,69,NegativeSocial,1
40,1357,5120.jpg,69,NeutralNonsocial,1
40,1750,2209.jpg,69,PositiveSocial,1
40,3945,9000.jpg,69,NegativeNonsocial,1
40,1283,2393.jpg,69,NeutralSocial,1
40,1000,8502.jpg,69,PositiveNonsocial,1
40,1180,2550.jpg,69,PositiveSocial,1
40,1411,9560.jpg,69,NegativeNonsocial,1
40,2039,8496.jpg,69,PositiveSocial,1
40,1333,7217.jpg,69,NeutralNonsocial,1
40,1796,7230.jpg,69,PositiveNonsocial,1
40,2040,2388.jpg,69,PositiveSocial,1
40,3925,2276.jpg,69,NegativeSocial,1
40,1279,2397.jpg,69,NeutralSocial,1
40,1451,8420.jpg,69,PositiveSocial,1
40,2949,2900.1.jpg,69,NegativeSocial,1
40,1571,7055.jpg,69,NeutralNonsocial,1
40,3515,8510.jpg,69,PositiveNonsocial,0
40,3233,9253.jpg,69,NegativeSocial,1
40,1138,7041.jpg,69,NeutralNonsocial,1
40,1714,7508.jpg,69,PositiveNonsocial,1
40,1259,1440.jpg,69,PositiveNonsocial,1
40,1137,3230.jpg,69,NegativeSocial,1
40,2982,9911.jpg,69,NegativeNonsocial,1
40,1267,2095.jpg,69,NegativeSocial,1
40,1771,9415.jpg,69,NegativeSocial,1
40,1636,7090.jpg,69,NeutralNonsocial,1
40,1569,9561.jpg,69,NegativeNonsocial,1
40,1426,9471.jpg,69,NegativeNonsocial,1
40,3665,7506.jpg,69,NeutralSocial,1
40,2145,1463.jpg,69,PositiveNonsocial,1
40,4048,8461.jpg,69,PositiveSocial,1
40,2301,7002.jpg,69,NeutralNonsocial,1
40,2290,1220.jpg,69,NegativeNonsocial,1
40,2219,2396.jpg,69,NeutralSocial,1
40,1156,6150.jpg,69,NeutralNonsocial,1
40,1681,9440.jpg,69,NegativeNonsocial,1
40,1689,7480.jpg,69,PositiveNonsocial,1
40,1573,9140.jpg,69,NegativeNonsocial,0
40,1856,9220.jpg,69,NegativeSocial,1
40,1561,2210.jpg,69,NeutralSocial,1
40,1000,1811.jpg,69,PositiveNonsocial,1
40,871,5910.jpg,69,PositiveNonsocial,1
40,1444,2050.jpg,69,PositiveSocial,1
40,1890,9290.jpg,69,NegativeNonsocial,1
40,1240,8540.jpg,69,PositiveSocial,1
40,2214,2340.jpg,69,PositiveSocial,1
40,1960,2205.jpg,69,NegativeSocial,1
40,1487,7034.jpg,69,NeutralNonsocial,1
40,1292,7330.jpg,69,PositiveNonsocial,1
40,2748,7595.jpg,69,NeutralNonsocial,0
40,912,7460.jpg,69,PositiveNonsocial,1
40,1710,2703.jpg,69,NegativeSocial,1
40,2738,2091.jpg,69,PositiveSocial,1
40,4215,9429.jpg,69,NegativeSocial,1
40,1350,9630.jpg,69,NegativeNonsocial,1
40,1629,5760.jpg,69,PositiveNonsocial,1
40,1364,2154.jpg,69,PositiveSocial,1
40,1150,9520.jpg,69,NegativeSocial,1
40,4019,9301.jpg,69,NegativeNonsocial,1
41,2525,2375.1.jpg,128,NegativeSocial,1
41,4516,7034.jpg,128,NeutralNonsocial,1
41,3375,9253.jpg,128,NegativeSocial,1
41,6801,4610.jpg,128,PositiveSocial,1
41,3708,7041.jpg,128,NeutralNonsocial,1
41,2594,9290.jpg,128,NegativeNonsocial,1
41,2564,5760.jpg,128,PositiveNonsocial,1
41,1881,9911.jpg,128,NegativeNonsocial,0
41,1226,1920.jpg,128,PositiveNonsocial,1
41,6159,2340.jpg,128,PositiveSocial,0
41,983,7595.jpg,128,NeutralNonsocial,1
41,2493,5910.jpg,128,PositiveNonsocial,0
41,1541,2221.jpg,128,NeutralSocial,0
41,8101,8510.jpg,128,PositiveNonsocial,0
41,1336,7217.jpg,128,NeutralNonsocial,1
41,4792,3101.jpg,128,NegativeSocial,1
41,978,7230.jpg,128,PositiveNonsocial,1
41,1198,2593.jpg,128,NeutralSocial,0
41,1936,2900.1.jpg,128,NegativeSocial,1
41,3879,9280.jpg,128,NegativeNonsocial,1
41,1035,7002.jpg,128,NeutralNonsocial,1
41,3211,9301.jpg,128,NegativeNonsocial,1
41,1774,2224.jpg,128,PositiveSocial,1
41,1043,9140.jpg,128,NegativeNonsocial,1
41,947,7480.jpg,128,PositiveNonsocial,1
41,2869,7010.jpg,128,NeutralNonsocial,0
41,1651,2206.jpg,128,NeutralSocial,1
41,3732,7508.jpg,128,PositiveNonsocial,1
41,1356,9611.jpg,128,NegativeNonsocial,1
41,1801,2398.jpg,128,PositiveSocial,0
41,1151,6150.jpg,128,NeutralNonsocial,1
41,1420,2095.jpg,128,NegativeSocial,1
41,951,9419.jpg,128,NegativeSocial,1
41,1308,2579.jpg,128,NeutralSocial,1
41,2810,9429.jpg,128,NegativeSocial,1
41,3131,7705.jpg,128,NeutralNonsocial,1
41,1339,9830.jpg,128,NegativeNonsocial,1
41,1418,9000.jpg,128,NegativeNonsocial,1
41,926,7035.jpg,128,NeutralNonsocial,1
41,2162,9620.jpg,128,NegativeNonsocial,1
41,2877,2050.jpg,128,PositiveSocial,0
41,1254,3230.jpg,128,NegativeSocial,1
41,2065,2595.jpg,128,NeutralSocial,1
41,1661,2104.jpg,128,NeutralSocial,0
41,1387,2396.jpg,128,NeutralSocial,1
41,1632,1220.jpg,128,NegativeNonsocial,1
41,774,7211.jpg,128,NeutralNonsocial,1
41,1741,9421.jpg,128,NegativeSocial,1
41,756,8502.jpg,128,PositiveNonsocial,1
41,3387,7506.jpg,128,NeutralSocial,1
41,1181,9630.jpg,128,NegativeNonsocial,1
41,1798,9440.jpg,128,NegativeNonsocial,1
41,5542,2703.jpg,128,NegativeSocial,1
41,1089,1811.jpg,128,PositiveNonsocial,0
41,3699,4605.jpg,128,NeutralSocial,1
41,5267,1463.jpg,128,PositiveNonsocial,1
41,1976,1270.jpg,128,NegativeNonsocial,1
41,4559,9415.jpg,128,NegativeSocial,0
41,1387,2154.jpg,128,PositiveSocial,1
41,2453,1710.jpg,128,PositiveNonsocial,1
41,2290,8540.jpg,128,PositiveSocial,1
41,3139,5120.jpg,128,NeutralNonsocial,1
41,2083,9471.jpg,128,NegativeNonsocial,1
41,4335,2091.jpg,128,PositiveSocial,1
41,2095,8461.jpg,128,PositiveSocial,1
41,1249,2650.jpg,128,PositiveSocial,1
41,1833,9560.jpg,128,NegativeNonsocial,1
41,1360,2397.jpg,128,NeutralSocial,0
41,1437,9520.jpg,128,NegativeSocial,1
41,826,7055.jpg,128,NeutralNonsocial,1
41,1015,9220.jpg,128,NegativeSocial,1
41,2539,8496.jpg,128,PositiveSocial,1
41,5682,7235.jpg,128,NeutralNonsocial,1
41,1163,7460.jpg,128,PositiveNonsocial,1
41,3245,3350.jpg,128,NegativeSocial,1
41,3806,9561.jpg,128,NegativeNonsocial,1
41,1499,7090.jpg,128,NeutralNonsocial,0
41,1376,2393.jpg,128,NeutralSocial,0
41,1425,5600.jpg,128,PositiveNonsocial,1
41,1089,2210.jpg,128,NeutralSocial,1
41,1585,2388.jpg,128,PositiveSocial,1
41,962,2580.jpg,128,NeutralSocial,1
41,1186,2550.jpg,128,PositiveSocial,1
41,3569,2205.jpg,128,NegativeSocial,1
41,932,7224.jpg,128,NeutralNonsocial,1
41,1885,7501.jpg,128,PositiveNonsocial,1
41,1165,7150.jpg,128,NeutralNonsocial,1
41,1806,7330.jpg,128,PositiveNonsocial,1
41,1254,2276.jpg,128,NegativeSocial,1
41,1297,2383.jpg,128,NeutralSocial,1
41,1316,2446.jpg,128,NeutralSocial,1
41,6062,2597.jpg,128,NeutralSocial,1
41,2435,2165.jpg,128,PositiveSocial,0
41,1184,1440.jpg,128,PositiveNonsocial,1
41,823,8420.jpg,128,PositiveSocial,1
41,1164,2209.jpg,128,PositiveSocial,0
42,1890,5910.jpg,123,PositiveNonsocial,1
42,1514,7224.jpg,123,NeutralNonsocial,1
42,1100,2050.jpg,123,PositiveSocial,1
42,1355,7506.jpg,123,NeutralSocial,1
42,1405,7595.jpg,123,NeutralNonsocial,1
42,2315,1220.jpg,123,NegativeNonsocial,0
42,1722,8496.jpg,123,PositiveSocial,1
42,2236,4605.jpg,123,NeutralSocial,1
42,888,1270.jpg,123,NegativeNonsocial,1
42,968,9560.jpg,123,NegativeNonsocial,1
42,2686,9253.jpg,123,NegativeSocial,1
42,2815,2398.jpg,123,PositiveSocial,1
42,1282,9429.jpg,123,NegativeSocial,1
42,2649,9301.jpg,123,NegativeNonsocial,1
42,1369,2397.jpg,123,NeutralSocial,1
42,1809,2900.1.jpg,123,NegativeSocial,0
42,1266,9421.jpg,123,NegativeSocial,0
42,1036,1463.jpg,123,PositiveNonsocial,1
42,809,9630.jpg,123,NegativeNonsocial,1
42,1591,9611.jpg,123,NegativeNonsocial,1
42,825,2393.jpg,123,NeutralSocial,1
42,1862,5760.jpg,123,PositiveNonsocial,1
42,1406,2221.jpg,123,NeutralSocial,1
42,1352,9620.jpg,123,NegativeNonsocial,1
42,794,9520.jpg,123,NegativeSocial,1
42,3166,7034.jpg,123,NeutralNonsocial,0
42,1392,3350.jpg,123,NegativeSocial,1
42,954,1440.jpg,123,PositiveNonsocial,1
42,1050,2095.jpg,123,NegativeSocial,1
42,2070,2597.jpg,123,NeutralSocial,0
42,664,7041.jpg,123,NeutralNonsocial,1
42,976,7480.jpg,123,PositiveNonsocial,1
42,987,9440.jpg,123,NegativeNonsocial,0
42,2091,3101.jpg,123,NegativeSocial,1
42,2956,9830.jpg,123,NegativeNonsocial,0
42,1324,8540.jpg,123,PositiveSocial,1
42,1254,5600.jpg,123,PositiveNonsocial,1
42,1338,9000.jpg,123,NegativeNonsocial,0
42,904,9280.jpg,123,NegativeNonsocial,1
42,708,7090.jpg,123,NeutralNonsocial,1
42,1875,2340.jpg,123,PositiveSocial,1
42,897,2383.jpg,123,NeutralSocial,1
42,4268,2091.jpg,123,PositiveSocial,1
42,4525,5120.jpg,123,NeutralNonsocial,1
42,918,2165.jpg,123,PositiveSocial,1
42,853,2375.1.jpg,123,NegativeSocial,1
42,808,7035.jpg,123,NeutralNonsocial,1
42,1116,2206.jpg,123,NeutralSocial,1
42,870,9419.jpg,123,NegativeSocial,1
42,823,8510.jpg,123,PositiveNonsocial,1
42,2069,2205.jpg,123,NegativeSocial,1
42,2531,7002.jpg,123,NeutralNonsocial,1
42,1279,2210.jpg,123,NeutralSocial,1
42,1164,9561.jpg,123,NegativeNonsocial,1
42,629,2550.jpg,123,PositiveSocial,1
42,1530,9290.jpg,123,NegativeNonsocial,1
42,2542,8461.jpg,123,PositiveSocial,1
42,733,3230.jpg,123,NegativeSocial,1
42,1003,2224.jpg,123,PositiveSocial,1
42,1350,2154.jpg,123,PositiveSocial,0
42,851,7211.jpg,123,NeutralNonsocial,1
42,1208,7010.jpg,123,NeutralNonsocial,1
42,741,7150.jpg,123,NeutralNonsocial,1
42,1032,7705.jpg,123,NeutralNonsocial,1
42,779,2650.jpg,123,PositiveSocial,1
42,1067,1710.jpg,123,PositiveNonsocial,1
42,1103,2209.jpg,123,PositiveSocial,1
42,820,2595.jpg,123,NeutralSocial,1
42,1698,2396.jpg,123,NeutralSocial,1
42,814,9140.jpg,123,NegativeNonsocial,1
42,1219,2593.jpg,123,NeutralSocial,1
42,719,7330.jpg,123,PositiveNonsocial,1
42,2401,9911.jpg,123,NegativeNonsocial,0
42,2475,2388.jpg,123,PositiveSocial,1
42,1398,4610.jpg,123,PositiveSocial,1
42,1355,2580.jpg,123,NeutralSocial,0
42,1059,2104.jpg,123,NeutralSocial,1
42,1066,7230.jpg,123,PositiveNonsocial,1
42,1065,7055.jpg,123,NeutralNonsocial,1
42,1636,2446.jpg,123,NeutralSocial,1
42,902,7235.jpg,123,NeutralNonsocial,1
42,1221,7501.jpg,123,PositiveNonsocial,1
42,686,7508.jpg,123,PositiveNonsocial,1
42,987,2703.jpg,123,NegativeSocial,1
42,3372,9220.jpg,123,NegativeSocial,1
42,1019,7217.jpg,123,NeutralNonsocial,1
42,841,7460.jpg,123,PositiveNonsocial,0
42,2353,8420.jpg,123,PositiveSocial,0
42,810,6150.jpg,123,NeutralNonsocial,1
42,1095,9415.jpg,123,NegativeSocial,1
42,2460,1920.jpg,123,PositiveNonsocial,1
42,2811,2579.jpg,123,NeutralSocial,1
42,825,8502.jpg,123,PositiveNonsocial,1
42,651,9471.jpg,123,NegativeNonsocial,1
42,741,1811.jpg,123,PositiveNonsocial,1
42,1137,2276.jpg,123,NegativeSocial,1
43,4062,9911.jpg,65,NegativeNonsocial,1
43,3628,7041.jpg,65,NeutralNonsocial,1
43,2581,8510.jpg,65,PositiveNonsocial,1
43,3441,9000.jpg,65,NegativeNonsocial,1
43,2305,4610.jpg,65,PositiveSocial,1
43,5336,2595.jpg,65,NeutralSocial,1
43,2221,5910.jpg,65,PositiveNonsocial,1
43,11147,9253.jpg,65,NegativeSocial,0
43,2008,1463.jpg,65,PositiveNonsocial,1
43,1738,7506.jpg,65,NeutralSocial,1
43,3421,9561.jpg,65,NegativeNonsocial,1
43,2268,9429.jpg,65,NegativeSocial,1
43,2039,7501.jpg,65,PositiveNonsocial,1
43,931,7224.jpg,65,NeutralNonsocial,0
43,812,5760.jpg,65,PositiveNonsocial,1
43,1188,1710.jpg,65,PositiveNonsocial,1
43,870,7330.jpg,65,PositiveNonsocial,0
43,2035,2579.jpg,65,NeutralSocial,1
43,1012,3350.jpg,65,NegativeSocial,1
43,1458,9471.jpg,65,NegativeNonsocial,0
43,1102,2396.jpg,65,NeutralSocial,1
43,1272,2340.jpg,65,PositiveSocial,1
43,1303,7002.jpg,65,NeutralNonsocial,1
43,2046,8540.jpg,65,PositiveSocial,1
43,1089,9520.jpg,65,NegativeSocial,1
43,1279,7235.jpg,65,NeutralNonsocial,1
43,2705,1270.jpg,65,NegativeNonsocial,0
43,4940,2383.jpg,65,NeutralSocial,1
43,1288,7217.jpg,65,NeutralNonsocial,1
43,1649,2154.jpg,65,PositiveSocial,0
43,2327,6150.jpg,65,NeutralNonsocial,1
43,1013,8420.jpg,65,PositiveSocial,1
43,2275,8461.jpg,65,PositiveSocial,1
43,1235,2206.jpg,65,NeutralSocial,1
43,1026,1220.jpg,65,NegativeNonsocial,1
43,2635,2597.jpg,65,NeutralSocial,1
43,1709,2205.jpg,65,NegativeSocial,1
43,5985,8496.jpg,65,PositiveSocial,1
43,1300,1920.jpg,65,PositiveNonsocial,1
43,1697,9419.jpg,65,NegativeSocial,1
43,1957,9830.jpg,65,NegativeNonsocial,1
43,904,9220.jpg,65,NegativeSocial,1
43,1147,3101.jpg,65,NegativeSocial,1
43,1383,9611.jpg,65,NegativeNonsocial,1
43,1054,9620.jpg,65,NegativeNonsocial,1
43,1205,2209.jpg,65,PositiveSocial,0
43,780,2221.jpg,65,NeutralSocial,1
43,1407,2703.jpg,65,NegativeSocial,1
43,1414,7034.jpg,65,NeutralNonsocial,1
43,4615,7150.jpg,65,NeutralNonsocial,1
43,1618,2091.jpg,65,PositiveSocial,1
43,6053,2650.jpg,65,PositiveSocial,1
43,3305,9560.jpg,65,NegativeNonsocial,1
43,1356,3230.jpg,65,NegativeSocial,1
43,3167,2210.jpg,65,NeutralSocial,1
43,1026,7055.jpg,65,NeutralNonsocial,0
43,1550,1440.jpg,65,PositiveNonsocial,0
43,5386,5120.jpg,65,NeutralNonsocial,1
43,1136,2397.jpg,65,NeutralSocial,1
43,2183,2900.1.jpg,65,NegativeSocial,1
43,1618,2224.jpg,65,PositiveSocial,0
43,1811,7480.jpg,65,PositiveNonsocial,1
43,1205,2388.jpg,65,PositiveSocial,1
43,1159,2050.jpg,65,PositiveSocial,0
43,960,5600.jpg,65,PositiveNonsocial,0
43,1797,9630.jpg,65,NegativeNonsocial,1
43,1773,8502.jpg,65,PositiveNonsocial,1
43,1354,2375.1.jpg,65,NegativeSocial,1
43,903,9440.jpg,65,NegativeNonsocial,1
43,1117,7460.jpg,65,PositiveNonsocial,1
43,999,9290.jpg,65,NegativeNonsocial,1
43,3477,7230.jpg,65,PositiveNonsocial,1
43,4888,1811.jpg,65,PositiveNonsocial,1
43,1170,2550.jpg,65,PositiveSocial,1
43,1588,2446.jpg,65,NeutralSocial,1
43,4381,9421.jpg,65,NegativeSocial,1
43,1322,7090.jpg,65,NeutralNonsocial,1
43,1549,2398.jpg,65,PositiveSocial,1
43,2116,9415.jpg,65,NegativeSocial,1
43,1088,7705.jpg,65,NeutralNonsocial,0
43,2054,2593.jpg,65,NeutralSocial,0
43,1159,2580.jpg,65,NeutralSocial,0
43,5811,2104.jpg,65,NeutralSocial,1
43,5117,9301.jpg,65,NegativeNonsocial,1
43,1771,2393.jpg,65,NeutralSocial,1
43,13483,4605.jpg,65,NeutralSocial,1
43,2158,7035.jpg,65,NeutralNonsocial,0
43,1643,2165.jpg,65,PositiveSocial,1
43,5256,7211.jpg,65,NeutralNonsocial,1
43,984,7508.jpg,65,PositiveNonsocial,1
43,1364,9140.jpg,65,NegativeNonsocial,1
43,5388,2276.jpg,65,NegativeSocial,1
43,6223,7595.jpg,65,NeutralNonsocial,1
43,3258,7010.jpg,65,NeutralNonsocial,0
43,1290,2095.jpg,65,NegativeSocial,1
43,2143,9280.jpg,65,NegativeNonsocial,1
44,1870,1270.jpg,125,NegativeNonsocial,1
44,1532,2597.jpg,125,NeutralSocial,1
44,1758,9000.jpg,125,NegativeNonsocial,0
44,1418,7090.jpg,125,NeutralNonsocial,1
44,1363,7055.jpg,125,NeutralNonsocial,1
44,1430,2396.jpg,125,NeutralSocial,1
44,2088,2398.jpg,125,PositiveSocial,0
44,1227,7010.jpg,125,NeutralNonsocial,1
44,1449,8496.jpg,125,PositiveSocial,0
44,1333,1920.jpg,125,PositiveNonsocial,0
44,1353,7595.jpg,125,NeutralNonsocial,0
44,967,2703.jpg,125,NegativeSocial,1
44,2328,8461.jpg,125,PositiveSocial,1
44,1384,5120.jpg,125,NeutralNonsocial,1
44,1102,7150.jpg,125,NeutralNonsocial,1
44,952,2397.jpg,125,NeutralSocial,0
44,1165,7460.jpg,125,PositiveNonsocial,1
44,1252,9301.jpg,125,NegativeNonsocial,1
44,1138,7235.jpg,125,NeutralNonsocial,0
44,910,9620.jpg,125,NegativeNonsocial,1
44,1419,2900.1.jpg,125,NegativeSocial,1
44,1050,2050.jpg,125,PositiveSocial,1
44,1017,3230.jpg,125,NegativeSocial,0
44,1088,2375.1.jpg,125,NegativeSocial,0
44,1743,4610.jpg,125,PositiveSocial,0
44,908,9421.jpg,125,NegativeSocial,1
44,1125,9630.jpg,125,NegativeNonsocial,1
44,1034,2550.jpg,125,PositiveSocial,1
44,2331,9429.jpg,125,NegativeSocial,1
44,990,2205.jpg,125,NegativeSocial,1
44,1620,9520.jpg,125,NegativeSocial,0
44,1151,5600.jpg,125,PositiveNonsocial,0
44,1204,2224.jpg,125,PositiveSocial,1
44,1162,2650.jpg,125,PositiveSocial,1
44,832,2383.jpg,125,NeutralSocial,0
44,2772,4605.jpg,125,NeutralSocial,0
44,1656,1463.jpg,125,PositiveNonsocial,1
44,898,6150.jpg,125,NeutralNonsocial,0
44,1486,2393.jpg,125,NeutralSocial,1
44,2824,2095.jpg,125,NegativeSocial,0
44,1682,2446.jpg,125,NeutralSocial,1
44,1191,9830.jpg,125,NegativeNonsocial,1
44,4198,8540.jpg,125,PositiveSocial,1
44,939,7002.jpg,125,NeutralNonsocial,1
44,1193,2276.jpg,125,NegativeSocial,1
44,718,5760.jpg,125,PositiveNonsocial,1
44,881,7705.jpg,125,NeutralNonsocial,1
44,1479,7211.jpg,125,NeutralNonsocial,0
44,1211,9419.jpg,125,NegativeSocial,1
44,1078,2579.jpg,125,NeutralSocial,1
44,1441,2091.jpg,125,PositiveSocial,1
44,1042,8510.jpg,125,PositiveNonsocial,1
44,2283,2340.jpg,125,PositiveSocial,0
44,873,1440.jpg,125,PositiveNonsocial,1
44,1100,7501.jpg,125,PositiveNonsocial,1
44,1879,3350.jpg,125,NegativeSocial,1
44,1650,9911.jpg,125,NegativeNonsocial,0
44,761,2104.jpg,125,NeutralSocial,1
44,654,9140.jpg,125,NegativeNonsocial,1
44,1032,7034.jpg,125,NeutralNonsocial,1
44,1267,3101.jpg,125,NegativeSocial,1
44,1055,7217.jpg,125,NeutralNonsocial,1
44,963,7330.jpg,125,PositiveNonsocial,0
44,776,7506.jpg,125,NeutralSocial,1
44,2028,9560.jpg,125,NegativeNonsocial,0
44,1403,2595.jpg,125,NeutralSocial,1
44,1532,9290.jpg,125,NegativeNonsocial,1
44,1096,7035.jpg,125,NeutralNonsocial,1
44,1152,8420.jpg,125,PositiveSocial,1
44,651,9280.jpg,125,NegativeNonsocial,1
44,900,9440.jpg,125,NegativeNonsocial,0
44,1057,2154.jpg,125,PositiveSocial,1
44,1402,2206.jpg,125,NeutralSocial,1
44,948,2593.jpg,125,NeutralSocial,0
44,1133,7224.jpg,125,NeutralNonsocial,1
44,765,9220.jpg,125,NegativeSocial,1
44,985,2388.jpg,125,PositiveSocial,1
44,1219,9611.jpg,125,NegativeNonsocial,1
44,1694,9253.jpg,125,NegativeSocial,1
44,1627,9415.jpg,125,NegativeSocial,1
44,1054,1220.jpg,125,NegativeNonsocial,1
44,1350,7041.jpg,125,NeutralNonsocial,1
44,900,2210.jpg,125,NeutralSocial,1
44,1683,7230.jpg,125,PositiveNonsocial,1
44,1395,9471.jpg,125,NegativeNonsocial,0
44,1573,1811.jpg,125,PositiveNonsocial,1
