YOUTH1,YOUTH2,YOUTH3,YOUTH4,YOUTH5,YOUTH6,YOUTH7,YOUTH8,YOUTH9,YOUTH10,YOUTH11,YOUTH12,YOUTH13,YOUTH14,YOUTH15,YOUTH16,YOUTH17,YOUTH18,YOUTH19,YOUTH20,YOUTH21,YOUTH22,YOUTH23,YOUTH24,YOUTH25,YOUTH26,YOUTH27,YOUTH28,YOUTH29,YOUTH30,YOUTH31,YOUTH32,YOUTH33,YOUTH34,YOUTH35,YOUTH36,YOUTH37,YOUTH38,YOUTH39,YOUTH40,YOUTH41,YOUTH42,YOUTH43,INVOLVEMENT,SOCIAL_SKILLS,FAMILY_STRENGTH,SCHOOL_STRENGTH,SOCIAL_SUPPORT,POSITIVE_OUTLOOK,TOTAL_RESILIENCY
5.00,1.00,1.00,3.00,1.00,1.00,4.00,3.00,3.00,5.00,4.00,5.00,4.00,4.00,2.00,2.00,2.00,1.00,4.00,3.00,2.00,2.00,0.00,0.00, ,0.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,2.00,1.00,1.00,0.00,4.00,2.00,0.00,4.00,2.00,1.00,12.00,24.00,26.00,8.00,20.00,12.00,102.00
4.00,1.00,1.00,1.00,3.00,1.00,4.00,4.00, ,5.00,5.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,2.00,4.00,4.00,4.00,2.00,2.00,3.00,2.00,4.00,0.00,4.00,2.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,3.00,3.00,3.00,11.00,22.00,35.00,11.00,33.00,15.00,127.00
3.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,5.00,4.00,2.00,4.00,2.00,0.00,2.00,0.00,1.00,1.00,0.00,4.00,4.00,0.00,1.00,2.00,3.00,4.00,4.00,4.00,2.00,0.00,2.00,2.00,2.00,0.00,4.00,2.00,4.00,4.00,0.00,2.00,3.00,3.00,10.00,16.00,18.00,14.00,18.00,13.00,89.00
3.00,1.00,1.00,5.00,1.00,1.00,5.00,4.00,5.00,4.00,5.00,5.00,4.00,3.00,0.00,3.00,0.00,0.00,3.00,3.00,4.00,4.00,0.00,0.00,0.00,2.00,2.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,1.00,4.00,3.00,2.00,4.00,0.00,4.00,4.00,2.00,12.00,28.00,24.00,8.00,30.00,14.00,116.00
2.00,5.00,1.00,1.00,5.00,1.00,3.00,4.00,3.00,4.00,5.00,3.00,4.00,4.00,2.00,4.00,1.00,3.00,4.00,1.00,4.00,4.00,0.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,4.00,4.00,4.00,0.00,4.00,1.00,4.00,4.00,2.00,2.00,4.00,2.00,15.00,22.00,31.00,16.00,24.00,16.00,124.00
2.00,3.00,1.00,5.00,5.00,1.00,5.00,3.00,3.00,5.00,4.00,4.00,4.00,4.00,2.00,4.00,2.00,0.00,4.00,4.00,4.00,4.00,0.00,3.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,2.00,4.00,1.00,4.00,2.00,2.00,2.00,4.00,4.00,17.00,24.00,32.00,19.00,28.00,14.00,134.00
5.00,1.00,1.00,5.00,5.00,4.00,3.00,4.00,3.00,5.00,4.00,1.00,3.00,4.00,1.00,4.00,0.00,3.00,3.00,3.00,3.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,21.00,20.00,28.00,20.00,22.00,17.00,128.00
3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,2.00,0.00,4.00,3.00,4.00,3.00,4.00,2.00,4.00,2.00,3.00,2.00,3.00,2.00,26.00,26.00,35.00,14.00,25.00,14.00,140.00
2.00,1.00,1.00,1.00,4.00,1.00,5.00,5.00,5.00,4.00,4.00,3.00,4.00,4.00,1.00,4.00,1.00,3.00,3.00,2.00,4.00,4.00,0.00,3.00,3.00,4.00,3.00,4.00,2.00,1.00,4.00,3.00,3.00,4.00,2.00,4.00,1.00,2.00,2.00,1.00,3.00,4.00,3.00,10.00,26.00,30.00,17.00,24.00,12.00,119.00
2.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,1.00,1.00,2.00,4.00,3.00,1.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,3.00,1.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,4.00,2.00,0.00,2.00,3.00,2.00,7.00,11.00,14.00,13.00,3.00,11.00,59.00
4.00,1.00,1.00,4.00,1.00,1.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,1.00,4.00,1.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,2.00,4.00,1.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,12.00,22.00,34.00,20.00,25.00,20.00,133.00
3.00,3.00,1.00,3.00,1.00,1.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,1.00,0.00,1.00,0.00,1.00,4.00,1.00,4.00,2.00,0.00,3.00,3.00,4.00,3.00,3.00,3.00,2.00,3.00,3.00,3.00,1.00,0.00,4.00,3.00,3.00,3.00,2.00,2.00,3.00,3.00,12.00,20.00,18.00,16.00,22.00,13.00,101.00
5.00,1.00,1.00,5.00,5.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,2.00,4.00,2.00,1.00,4.00,2.00,4.00,4.00,2.00,2.00,2.00,4.00,1.00,4.00,2.00,2.00,2.00,3.00,2.00,20.00,28.00,27.00,11.00,25.00,13.00,124.00
1.00,5.00,1.00,3.00,5.00,1.00,5.00,4.00,4.00,1.00,2.00,3.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00,0.00,3.00,4.00,4.00,4.00,0.00,4.00,0.00,4.00,16.00,19.00,20.00,0.00,15.00,12.00,82.00
1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,3.00,2.00,3.00,2.00,0.00,3.00,1.00,4.00,2.00,1.00,0.00,2.00,1.00,4.00,2.00,0.00,0.00,2.00,0.00,4.00,3.00,2.00,0.00,4.00,1.00,4.00,1.00,2.00,1.00,2.00,3.00,1.00,4.00,4.00,3.00,6.00,17.00,20.00,6.00,18.00,14.00,81.00
4.00,1.00,1.00,1.00,4.00,1.00,4.00,4.00,3.00,5.00,4.00,4.00,4.00,4.00,0.00,2.00,1.00,1.00,1.00,2.00,4.00,4.00,1.00,0.00,1.00,1.00,4.00,0.00,4.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,4.00,4.00,12.00,24.00,24.00,6.00,9.00,16.00,91.00
4.00,1.00,1.00,1.00,3.00,1.00,4.00,3.00,3.00,3.00,2.00,3.00,2.00,3.00,3.00,2.00,2.00,3.00,4.00,3.00,3.00,3.00,0.00,1.00,2.00,3.00,3.00,1.00,2.00,1.00,0.00,2.00,3.00,3.00,3.00,3.00,1.00,3.00,3.00,1.00,3.00,2.00,2.00,11.00,18.00,28.00,10.00,18.00,12.00,97.00
5.00,1.00,1.00,2.00,5.00,3.00,3.00,3.00,4.00,4.00,2.00,3.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.00,19.00,0.00,0.00,0.00,0.00,36.00
4.00,4.00,1.00,2.00,4.00,1.00,4.00,3.00,4.00,4.00,2.00,2.00,4.00,3.00,4.00,4.00,1.00,2.00,3.00,3.00,4.00,4.00,1.00,1.00,1.00,2.00,4.00,4.00,2.00,2.00,4.00,3.00,2.00,4.00,0.00,4.00,3.00,4.00,2.00,1.00,2.00,3.00,4.00,16.00,19.00,33.00,12.00,24.00,12.00,116.00
3.00,1.00,1.00,1.00,2.00,1.00,4.00,4.00,3.00,2.00,2.00,3.00,3.00,1.00,3.00,1.00,3.00,1.00,2.00,1.00,4.00,2.00,0.00,3.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,3.00,3.00,1.00,3.00,2.00, ,2.00,3.00,0.00,1.00,2.00,1.00,9.00,18.00,21.00,7.00,23.00,8.00,86.00
1.00,1.00,1.00,5.00,3.00,1.00,5.00,5.00,4.00,5.00,5.00,5.00,3.00,3.00,3.00,2.00,3.00,2.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,4.00,3.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,4.00,4.00,2.00,4.00,3.00,0.00,0.00,0.00,3.00,12.00,29.00,24.00,7.00,22.00,7.00,101.00
5.00,1.00,1.00,1.00,4.00,3.00,2.00,4.00,3.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,2.00,3.00,4.00,1.00,4.00,2.00,4.00,2.00,4.00,4.00,3.00,4.00,0.00,4.00,3.00,4.00,4.00,4.00,3.00,15.00,23.00,40.00,14.00,27.00,19.00,138.00
5.00,1.00,1.00,5.00,3.00,1.00,5.00,4.00,5.00,5.00,4.00,3.00,4.00,4.00,1.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,2.00,1.00,3.00,4.00,2.00,4.00,4.00,3.00,1.00,3.00,3.00,4.00,0.00,4.00,3.00,4.00,4.00,0.00,2.00,3.00,2.00,16.00,26.00,36.00,14.00,25.00,13.00,130.00
5.00,3.00,1.00,1.00,3.00,1.00,4.00,3.00,4.00,3.00,4.00,3.00,1.00,4.00,4.00,4.00,4.00,2.00,0.00,3.00,4.00,3.00,0.00,2.00,3.00,2.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,4.00,4.00,0.00,3.00,3.00,3.00,14.00,21.00,29.00,13.00,30.00,14.00,121.00
3.00,1.00,1.00,1.00,5.00,2.00,4.00,3.00,3.00, ,5.00,5.00,2.00,3.00,1.00,3.00,2.00,4.00,2.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,1.00, , ,3.00, , ,0.00, ,2.00,2.00, , ,4.00,3.00, ,13.00,20.00,21.00,2.00,6.00,9.00,71.00
5.00,1.00,1.00,2.00,2.00,1.00,4.00,4.00,5.00,4.00,2.00,3.00,3.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,4.00,3.00,2.00,1.00,0.00,4.00,0.00,3.00,2.00,4.00,4.00,3.00,2.00,12.00,22.00,14.00,1.00,18.00,16.00,83.00
3.00,1.00,1.00,1.00,3.00,1.00,4.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,1.00,2.00,0.00,1.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00,3.00,4.00,2.00,2.00,1.00,0.00,2.00,3.00,3.00,0.00,3.00,1.00,1.00,3.00,1.00,2.00,1.00,2.00,10.00,20.00,18.00,12.00,15.00,8.00,83.00
3.00,1.00,1.00,1.00,3.00,1.00,4.00,3.00,4.00,3.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,0.00,2.00,2.00, , , , , , ,10.00,23.00,0.00,20.00,18.00,0.00,71.00
5.00,1.00,1.00,5.00,5.00,1.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,4.00,2.00,1.00,3.00,2.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,1.00,1.00,3.00,1.00,3.00,3.00,2.00,2.00,2.00,3.00,18.00,22.00,15.00,17.00,21.00,12.00,105.00
3.00,2.00,2.00,5.00,3.00,1.00,2.00,2.00,3.00,4.00,5.00,2.00,4.00,4.00,0.00,4.00,0.00,3.00,2.00,3.00,4.00,4.00,0.00,1.00,3.00,1.00,4.00,2.00,4.00,3.00,0.00,1.00,2.00,0.00,4.00,4.00,2.00,4.00,2.00,3.00,2.00,0.00,0.00,16.00,18.00,28.00,11.00,20.00,11.00,104.00
5.00,1.00,5.00,5.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,22.00,28.00,42.00,20.00,33.00,20.00,165.00
1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00, ,0.00,0.00,4.00,0.00,1.00,0.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,4.00,4.00,4.00,6.00,22.00,8.00,5.00,32.00,19.00,92.00
2.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,3.00,5.00,5.00,3.00,4.00,3.00,3.00,4.00,4.00,0.00,2.00,4.00,4.00,4.00,2.00, , , , , , , , , , , , , , , , , , , , ,9.00,23.00,34.00,0.00,0.00,0.00,66.00
3.00,2.00,2.00,4.00,4.00,1.00,4.00,4.00,3.00,4.00,3.00,3.00,2.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,0.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,1.00,3.00,2.00,0.00,2.00,3.00,2.00,16.00,21.00,26.00,8.00,20.00,10.00,101.00
5.00,1.00,1.00,1.00,5.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,4.00,4.00,0.00,2.00,0.00,2.00,3.00,0.00,4.00,4.00,0.00,4.00,4.00,0.00,4.00,0.00,2.00,1.00,4.00,0.00,4.00,4.00,4.00,4.00,0.00,0.00,2.00,0.00,2.00,4.00,1.00,14.00,9.00,23.00,12.00,23.00,8.00,89.00
4.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,4.00,5.00,5.00,3.00,2.00,4.00,0.00,4.00,1.00,4.00,4.00,3.00,4.00,4.00,1.00,2.00,2.00,3.00,2.00,1.00,4.00,2.00,0.00,4.00,3.00,4.00,0.00,4.00,3.00,4.00,3.00,1.00,4.00,3.00,2.00,9.00,24.00,31.00,10.00,24.00,15.00,113.00
4.00,2.00,1.00,1.00,3.00,3.00,5.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,4.00,2.00,0.00,3.00,3.00,3.00,3.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,1.00,4.00,3.00,3.00,4.00, ,4.00,2.00,4.00,2.00,3.00,1.00,4.00,4.00,14.00,24.00,30.00,17.00,25.00,14.00,124.00
5.00,5.00,1.00,1.00,5.00,1.00,4.00,3.00,5.00,5.00,5.00,3.00,0.00,4.00,2.00,0.00,1.00,0.00,4.00,0.00,4.00,4.00,0.00,3.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,1.00,4.00,0.00,4.00,0.00,3.00,0.00,4.00,4.00,18.00,25.00,19.00,17.00,27.00,11.00,117.00
4.00,3.00,1.00,1.00,1.00,3.00,3.00,4.00,4.00,5.00,3.00,3.00,4.00,2.00,1.00,1.00,0.00,2.00,4.00,4.00,4.00,3.00,3.00,1.00,3.00,1.00,4.00,4.00,4.00,2.00,0.00,1.00,4.00,0.00,2.00,2.00,0.00,4.00,4.00,2.00,3.00,2.00,4.00,13.00,22.00,28.00,13.00,15.00,15.00,106.00
2.00,1.00,1.00,1.00,3.00,1.00,2.00,3.00,3.00,4.00,2.00,1.00,4.00,2.00,2.00,3.00,2.00,4.00,0.00,0.00,0.00,1.00,0.00,3.00,1.00,2.00,4.00,0.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,0.00,4.00,9.00,15.00,18.00,10.00,29.00,16.00,97.00
2.00,2.00,2.00,2.00,4.00,1.00,3.00,3.00,3.00,2.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,4.00,4.00,0.00,3.00,2.00,4.00,3.00,3.00,1.00,4.00,0.00,3.00,2.00,3.00,3.00,3.00,2.00,3.00,2.00,0.00,4.00,3.00,2.00,13.00,15.00,19.00,15.00,21.00,12.00,95.00
1.00,1.00,1.00,1.00,2.00,1.00,3.00,4.00,4.00,4.00,2.00,2.00,4.00,3.00,3.00,3.00,3.00,0.00,3.00,4.00,3.00,4.00,1.00,0.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,7.00,19.00,31.00,13.00,27.00,15.00,112.00
1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,5.00,5.00,1.00,2.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.00,21.00,0.00,0.00,0.00,0.00,27.00
3.00,1.00,1.00,4.00,2.00,3.00,5.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,0.00,3.00,0.00,4.00,4.00,4.00,4.00,4.00,2.00,0.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,2.00,3.00,4.00,3.00,2.00,1.00,4.00,4.00,14.00,27.00,33.00,14.00,29.00,14.00,131.00
3.00,5.00,1.00,1.00,2.00,1.00,3.00,5.00,3.00,5.00,5.00,4.00,4.00,4.00,0.00,4.00,0.00,2.00,0.00,4.00,4.00,2.00,1.00,0.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,2.00,1.00,4.00,0.00,4.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,13.00,25.00,25.00,14.00,21.00,16.00,114.00
1.00,1.00,5.00,5.00,3.00,1.00,4.00,4.00,4.00,5.00,5.00,3.00,4.00,4.00,2.00,4.00,2.00,3.00,3.00,3.00,3.00,3.00,1.00,3.00,3.00,2.00,3.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,2.00,3.00,1.00,3.00,2.00,1.00,3.00,3.00,3.00,16.00,25.00,32.00,14.00,21.00,12.00,120.00
1.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,5.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,0.00,1.00,2.00,1.00,1.00,1.00,4.00,1.00,3.00,2.00,1.00,4.00,4.00,3.00,3.00,2.00,3.00,0.00,4.00,4.00,2.00,6.00,27.00,37.00,6.00,25.00,13.00,114.00
1.00,1.00,1.00,1.00,3.00,1.00,3.00,1.00,3.00,5.00,5.00,4.00,4.00,4.00,0.00,4.00,0.00,3.00,3.00,4.00,4.00,4.00,1.00,0.00,1.00,2.00,4.00,4.00,4.00,1.00,4.00,4.00,1.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,1.00,2.00,2.00,8.00,21.00,31.00,11.00,29.00,14.00,114.00
4.00,1.00,1.00,3.00,1.00,1.00,4.00,4.00,4.00,3.00,4.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,2.00,3.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,2.00,3.00,11.00,22.00,12.00,2.00,21.00,15.00,83.00
3.00,1.00,1.00,1.00,3.00,1.00,5.00,4.00,4.00,5.00,4.00,5.00,4.00,3.00,3.00,4.00,4.00,0.00,2.00,0.00,2.00,3.00,1.00,0.00,2.00,2.00,4.00,4.00,4.00,2.00,2.00,4.00,2.00,4.00,4.00,3.00,1.00,3.00,4.00,1.00,0.00,1.00,4.00,10.00,27.00,26.00,12.00,26.00,9.00,110.00
5.00,5.00,1.00,1.00,5.00,1.00,2.00,4.00,1.00,2.00,2.00,1.00,4.00,3.00,3.00,1.00,0.00,4.00,4.00,0.00,4.00,2.00,4.00,1.00,2.00,4.00,1.00,1.00,1.00,2.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,3.00, , ,0.00,0.00,18.00,12.00,29.00,9.00,9.00,3.00,80.00
5.00,5.00,1.00,3.00,3.00,2.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,2.00,3.00,2.00,2.00,2.00,1.00,2.00,0.00,2.00,2.00,2.00,4.00,4.00,4.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,2.00,4.00,3.00,0.00,4.00,4.00,4.00,19.00,22.00,25.00,14.00,19.00,15.00,114.00
3.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,4.00,3.00,4.00,4.00,2.00,4.00,2.00,3.00,3.00,2.00,4.00,3.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,0.00,3.00,2.00,3.00,0.00,2.00,2.00,3.00,3.00,2.00,3.00,3.00,3.00,13.00,20.00,35.00,10.00,18.00,14.00,110.00
5.00,5.00,3.00,3.00,5.00,2.00,4.00,4.00,4.00,5.00,5.00,4.00,2.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,2.00,2.00,3.00,2.00,4.00,2.00,4.00,2.00,0.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,2.00,4.00,4.00,23.00,26.00,36.00,13.00,26.00,16.00,140.00
5.00,5.00,3.00,2.00,5.00,2.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,4.00,4.00,4.00,2.00,2.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,2.00,1.00,4.00,4.00,4.00,1.00,4.00,3.00,1.00,2.00,4.00,4.00,22.00,22.00,39.00,9.00,24.00,14.00,130.00
4.00,1.00,1.00,1.00,5.00,4.00,5.00,3.00,5.00,5.00,5.00,4.00,4.00,0.00,3.00,0.00,3.00,3.00,4.00,2.00,4.00,2.00,2.00,3.00,3.00,4.00,4.00,2.00,3.00,3.00,0.00,4.00,2.00,0.00,4.00,4.00,0.00,1.00,4.00,2.00,2.00,2.00,2.00,16.00,27.00,27.00,16.00,20.00,11.00,117.00
5.00,1.00,3.00,5.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,5.00,1.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,3.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,1.00,0.00,4.00,4.00,16.00,22.00,32.00,16.00,34.00,9.00,129.00
3.00,2.00,1.00,2.00,3.00,1.00,4.00,4.00,4.00,4.00,3.00,3.00,0.00,2.00,2.00,3.00,3.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,2.00, ,0.00,2.00,2.00,2.00,12.00,22.00,14.00,0.00,14.00,6.00,68.00
5.00,1.00,1.00,5.00,5.00,1.00,3.00,3.00,5.00,5.00,5.00,3.00,0.00,3.00,1.00,3.00,1.00,2.00,2.00,0.00,0.00,3.00, ,0.00,2.00,1.00,4.00,4.00,4.00,2.00,4.00,4.00,2.00,2.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,18.00,24.00,15.00,11.00,28.00,20.00,116.00
4.00,3.00,4.00,5.00,2.00,1.00,3.00,3.00,4.00,3.00,5.00,2.00,3.00,4.00,0.00,4.00,0.00,4.00,4.00,3.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,4.00,0.00,4.00,3.00,4.00,4.00,0.00,3.00,4.00,2.00,19.00,20.00,29.00,0.00,16.00,15.00,99.00
4.00,1.00,2.00,5.00,4.00,1.00,5.00,2.00,4.00,5.00,2.00,3.00,3.00,2.00,1.00,2.00,1.00,0.00,2.00,2.00,4.00,3.00,0.00,0.00,2.00,0.00,2.00,0.00,3.00,2.00,4.00,4.00,2.00,3.00,2.00,3.00,2.00,4.00,3.00,0.00,2.00,3.00,3.00,17.00,21.00,20.00,4.00,25.00,12.00,99.00
5.00,4.00,2.00,3.00,3.00,1.00,4.00,3.00,3.00,3.00,4.00,2.00,0.00,4.00,1.00,3.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,1.00,2.00,2.00,2.00,2.00,2.00,1.00,3.00,2.00,3.00,3.00,1.00,3.00,1.00,4.00,3.00,3.00,2.00,2.00,1.00,18.00,19.00,22.00,9.00,19.00,14.00,101.00
5.00,5.00,1.00,1.00,2.00,3.00,4.00,4.00,5.00,5.00,4.00,3.00,2.00,3.00,2.00,4.00,2.00,2.00,4.00,4.00,4.00,3.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,4.00,2.00,4.00,2.00,3.00,3.00,3.00,2.00,3.00,3.00,17.00,25.00,32.00,8.00,21.00,14.00,117.00
5.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,4.00,4.00,2.00,4.00,3.00,4.00,4.00,3.00,1.00,1.00,2.00,1.00,3.00,4.00,2.00,4.00,2.00,3.00,4.00,4.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00,12.00,21.00,39.00,8.00,30.00,17.00,127.00
5.00,1.00,1.00,4.00,3.00,2.00,5.00,5.00,5.00,5.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,1.00,3.00,4.00,4.00,3.00,0.00,3.00,4.00,2.00,1.00,4.00,2.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,16.00,27.00,38.00,10.00,32.00,20.00,143.00
3.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,4.00,5.00,4.00,3.00,4.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00,3.00,4.00,2.00,0.00,1.00,2.00,4.00,3.00,2.00,3.00,0.00,3.00,3.00,4.00,1.00,4.00,0.00,2.00,4.00,0.00,2.00, ,4.00,8.00,21.00,23.00,10.00,20.00,8.00,90.00
5.00,3.00,1.00,1.00,5.00,2.00,5.00,5.00,5.00,5.00,5.00,4.00,3.00,4.00,2.00,4.00,2.00,3.00,2.00,2.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,2.00,4.00,4.00,4.00,17.00,29.00,32.00,20.00,32.00,17.00,147.00
2.00,5.00,1.00,3.00,1.00,1.00,3.00,5.00,4.00,5.00,5.00,3.00,0.00,0.00,0.00,4.00,0.00,2.00,1.00,0.00,1.00,1.00,0.00,4.00,4.00,4.00,4.00,0.00,4.00,2.00,2.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,13.00,25.00,9.00,16.00,28.00,18.00,109.00
3.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,5.00,5.00,5.00,2.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,4.00,4.00,4.00,0.00,2.00,2.00,4.00,4.00,4.00,4.00,3.00,3.00,2.00,3.00,3.00,3.00,8.00,25.00,31.00,17.00,28.00,14.00,123.00
